arm,rep,utc_start,wall_s,build_label,build_sha,build_dir,model,models_path,device,path,echo,exit_code,outcome,crash_kind,last_step,result_text_sha256,result_line,ov_version,gpu_driver,tokenizers_submodule,log
prhead_gemma3_CPU_add_request_echotrue,1,20260907T173108Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),01fb4ff3faa188b80961c22ed2aeec5ce437520bfb1a4660338a711d1989cea5,RESULT decoded='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_add_request_echotrue_rep1_20260907T173108Z.txt
prhead_gemma3_CPU_add_request_echotrue,2,20260907T173109Z,0.51,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),01fb4ff3faa188b80961c22ed2aeec5ce437520bfb1a4660338a711d1989cea5,RESULT decoded='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_add_request_echotrue_rep2_20260907T173109Z.txt
prhead_gemma3_CPU_add_request_echotrue,3,20260907T173109Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),01fb4ff3faa188b80961c22ed2aeec5ce437520bfb1a4660338a711d1989cea5,RESULT decoded='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_add_request_echotrue_rep3_20260907T173109Z.txt
prhead_gemma3_CPU_string_echofalse,1,20260907T173110Z,0.55,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_string_echofalse_rep1_20260907T173110Z.txt
prhead_gemma3_CPU_string_echofalse,2,20260907T173110Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_string_echofalse_rep2_20260907T173110Z.txt
prhead_gemma3_CPU_string_echofalse,3,20260907T173111Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_string_echofalse_rep3_20260907T173111Z.txt
prhead_gemma3_CPU_chat_history_echofalse,1,20260907T173111Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_chat_history_echofalse_rep1_20260907T173111Z.txt
prhead_gemma3_CPU_chat_history_echofalse,2,20260907T173112Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_chat_history_echofalse_rep2_20260907T173112Z.txt
prhead_gemma3_CPU_chat_history_echofalse,3,20260907T173113Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_chat_history_echofalse_rep3_20260907T173113Z.txt
prhead_gemma3_CPU_add_request_echofalse,1,20260907T173113Z,0.5,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_add_request_echofalse_rep1_20260907T173113Z.txt
prhead_gemma3_CPU_add_request_echofalse,2,20260907T173114Z,0.5,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_add_request_echofalse_rep2_20260907T173114Z.txt
prhead_gemma3_CPU_add_request_echofalse,3,20260907T173114Z,0.5,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,CPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_CPU_add_request_echofalse_rep3_20260907T173114Z.txt
prhead_qwen2vl_CPU_string_echotrue,1,20260907T173115Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,string,true,0,COMPLETED,none,STEP generate(list[str]),b0216ec9588b0f628aa399475f81bfa79729794d62f14a48cc8750a4ea82f54b,RESULT text='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_string_echotrue_rep1_20260907T173115Z.txt
prhead_qwen2vl_CPU_string_echotrue,2,20260907T173115Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,string,true,0,COMPLETED,none,STEP generate(list[str]),b0216ec9588b0f628aa399475f81bfa79729794d62f14a48cc8750a4ea82f54b,RESULT text='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_string_echotrue_rep2_20260907T173115Z.txt
prhead_qwen2vl_CPU_string_echotrue,3,20260907T173116Z,0.55,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,string,true,0,COMPLETED,none,STEP generate(list[str]),b0216ec9588b0f628aa399475f81bfa79729794d62f14a48cc8750a4ea82f54b,RESULT text='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_string_echotrue_rep3_20260907T173116Z.txt
prhead_qwen2vl_CPU_chat_history_echotrue,1,20260907T173116Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,chat_history,true,0,COMPLETED,none,STEP generate(list[ChatHistory]),b0216ec9588b0f628aa399475f81bfa79729794d62f14a48cc8750a4ea82f54b,RESULT text='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_chat_history_echotrue_rep1_20260907T173116Z.txt
prhead_qwen2vl_CPU_chat_history_echotrue,2,20260907T173117Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,chat_history,true,0,COMPLETED,none,STEP generate(list[ChatHistory]),b0216ec9588b0f628aa399475f81bfa79729794d62f14a48cc8750a4ea82f54b,RESULT text='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_chat_history_echotrue_rep2_20260907T173117Z.txt
prhead_qwen2vl_CPU_chat_history_echotrue,3,20260907T173117Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,chat_history,true,0,COMPLETED,none,STEP generate(list[ChatHistory]),b0216ec9588b0f628aa399475f81bfa79729794d62f14a48cc8750a4ea82f54b,RESULT text='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_chat_history_echotrue_rep3_20260907T173117Z.txt
prhead_qwen2vl_CPU_add_request_echotrue,1,20260907T173118Z,0.5,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),fb43dca7b96f3ef6000e7152eb6990cb86977c407eee797c5b23ff70b86f9dba,RESULT decoded='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_add_request_echotrue_rep1_20260907T173118Z.txt
prhead_qwen2vl_CPU_add_request_echotrue,2,20260907T173118Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),fb43dca7b96f3ef6000e7152eb6990cb86977c407eee797c5b23ff70b86f9dba,RESULT decoded='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_add_request_echotrue_rep2_20260907T173118Z.txt
prhead_qwen2vl_CPU_add_request_echotrue,3,20260907T173119Z,0.48,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),fb43dca7b96f3ef6000e7152eb6990cb86977c407eee797c5b23ff70b86f9dba,RESULT decoded='system\nYou are a helpful assistant.\nuser\nUnique sampler prompt sentinel 4368\nassistant\n.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_add_request_echotrue_rep3_20260907T173119Z.txt
prhead_qwen2vl_CPU_string_echofalse,1,20260907T173119Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,string,false,0,COMPLETED,none,STEP generate(list[str]),4d0ca4dbf0676fc05643309718a8d7082708f6fb98e586a7bd07b8c937227265,RESULT text='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_string_echofalse_rep1_20260907T173119Z.txt
prhead_qwen2vl_CPU_string_echofalse,2,20260907T173120Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,string,false,0,COMPLETED,none,STEP generate(list[str]),4d0ca4dbf0676fc05643309718a8d7082708f6fb98e586a7bd07b8c937227265,RESULT text='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_string_echofalse_rep2_20260907T173120Z.txt
prhead_qwen2vl_CPU_string_echofalse,3,20260907T173120Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,string,false,0,COMPLETED,none,STEP generate(list[str]),4d0ca4dbf0676fc05643309718a8d7082708f6fb98e586a7bd07b8c937227265,RESULT text='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_string_echofalse_rep3_20260907T173120Z.txt
prhead_qwen2vl_CPU_chat_history_echofalse,1,20260907T173121Z,0.53,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),4d0ca4dbf0676fc05643309718a8d7082708f6fb98e586a7bd07b8c937227265,RESULT text='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_chat_history_echofalse_rep1_20260907T173121Z.txt
prhead_qwen2vl_CPU_chat_history_echofalse,2,20260907T173121Z,0.5,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),4d0ca4dbf0676fc05643309718a8d7082708f6fb98e586a7bd07b8c937227265,RESULT text='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_chat_history_echofalse_rep2_20260907T173121Z.txt
prhead_qwen2vl_CPU_chat_history_echofalse,3,20260907T173122Z,0.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),4d0ca4dbf0676fc05643309718a8d7082708f6fb98e586a7bd07b8c937227265,RESULT text='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_chat_history_echofalse_rep3_20260907T173122Z.txt
prhead_qwen2vl_CPU_add_request_echofalse,1,20260907T173122Z,0.5,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),eef97e6d0048c4640394ff21406702308a58c5c93a60a801ccf650eeedd44621,RESULT decoded='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_add_request_echofalse_rep1_20260907T173122Z.txt
prhead_qwen2vl_CPU_add_request_echofalse,2,20260907T173123Z,0.48,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),eef97e6d0048c4640394ff21406702308a58c5c93a60a801ccf650eeedd44621,RESULT decoded='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_add_request_echofalse_rep2_20260907T173123Z.txt
prhead_qwen2vl_CPU_add_request_echofalse,3,20260907T173123Z,0.48,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,qwen2vl,model_cache/optimum-intel-internal-testing/tiny-random-qwen2vl,CPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),eef97e6d0048c4640394ff21406702308a58c5c93a60a801ccf650eeedd44621,RESULT decoded='.seed',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_qwen2vl_CPU_add_request_echofalse_rep3_20260907T173123Z.txt
base_gemma3_GPU_string_echotrue,1,20260907T173124Z,0.94,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,true,0,COMPLETED,none,STEP generate(list[str]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_string_echotrue_rep1_20260907T173124Z.txt
base_gemma3_GPU_string_echotrue,2,20260907T173125Z,0.94,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,true,0,COMPLETED,none,STEP generate(list[str]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_string_echotrue_rep2_20260907T173125Z.txt
base_gemma3_GPU_string_echotrue,3,20260907T173126Z,0.94,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,true,0,COMPLETED,none,STEP generate(list[str]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_string_echotrue_rep3_20260907T173126Z.txt
base_gemma3_GPU_chat_history_echotrue,1,20260907T173127Z,0.91,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,true,3221225477,CRASH,access_violation_0xC0000005,STEP generate(list[ChatHistory]),n/a:no_result_line,n/a:no_result_line,2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_chat_history_echotrue_rep1_20260907T173127Z.txt
base_gemma3_GPU_chat_history_echotrue,2,20260907T173128Z,3.27,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,true,3221225477,CRASH,access_violation_0xC0000005,STEP generate(list[ChatHistory]),n/a:no_result_line,n/a:no_result_line,2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_chat_history_echotrue_rep2_20260907T173128Z.txt
base_gemma3_GPU_chat_history_echotrue,3,20260907T173131Z,3.2,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,true,3221225477,CRASH,access_violation_0xC0000005,STEP generate(list[ChatHistory]),n/a:no_result_line,n/a:no_result_line,2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_chat_history_echotrue_rep3_20260907T173131Z.txt
base_gemma3_GPU_add_request_echotrue,1,20260907T173134Z,3.12,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,true,3221225477,CRASH,access_violation_0xC0000005,STEP add_request,n/a:no_result_line,n/a:no_result_line,2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_add_request_echotrue_rep1_20260907T173134Z.txt
base_gemma3_GPU_add_request_echotrue,2,20260907T173137Z,3.11,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,true,3221225477,CRASH,access_violation_0xC0000005,STEP add_request,n/a:no_result_line,n/a:no_result_line,2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_add_request_echotrue_rep2_20260907T173137Z.txt
base_gemma3_GPU_add_request_echotrue,3,20260907T173140Z,3.14,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,true,3221225477,CRASH,access_violation_0xC0000005,STEP add_request,n/a:no_result_line,n/a:no_result_line,2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_add_request_echotrue_rep3_20260907T173140Z.txt
base_gemma3_GPU_string_echofalse,1,20260907T173143Z,0.92,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_string_echofalse_rep1_20260907T173143Z.txt
base_gemma3_GPU_string_echofalse,2,20260907T173144Z,0.91,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_string_echofalse_rep2_20260907T173144Z.txt
base_gemma3_GPU_string_echofalse,3,20260907T173145Z,0.92,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_string_echofalse_rep3_20260907T173145Z.txt
base_gemma3_GPU_chat_history_echofalse,1,20260907T173146Z,0.92,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_chat_history_echofalse_rep1_20260907T173146Z.txt
base_gemma3_GPU_chat_history_echofalse,2,20260907T173147Z,0.92,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_chat_history_echofalse_rep2_20260907T173147Z.txt
base_gemma3_GPU_chat_history_echofalse,3,20260907T173148Z,0.91,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_chat_history_echofalse_rep3_20260907T173148Z.txt
