arm,kind,rep,run_id,utc_start,wall_s,build_label,build_sha,build_dir,build_type,generator,tokenizers_submodule,device_requested,device_env_set,model_id,test_variant,test_file_sha256,tests,outcome,pytest_exit_code,n_tests,n_passed,n_failed,n_skipped,case_outcomes,failure_detail,string_prompt_present,chat_history_prompt_present,add_request_prompt_present,string_result_type,chat_history_result_type,add_request_generated_id_count,add_request_negative_ids,echo_text_sha256,prompt_token_count,load_s,peak_rss_mb,ov_version,genai_head,transformers,optimum_intel,gpu_driver,artifact
P_base_gemma3_cpu,probe,3,n/a:probe,20260907T172943Z,2.45,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,CPU,n/a:probe,optimum-intel-internal-testing/tiny-random-gemma3,n/a,n/a:probe,echo_probe_three_paths,CRASH_ACCESS_VIOLATION,3221225477,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,child exited 3221225477 (0xC0000005) with no output; stderr[:300]='',n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,2026.5.0.dev20260903,c9fff70b9f96,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,n/a:probe
P_prhead_gemma3_gpu,probe,1,P_prhead_gemma3_gpu_rep1_20260907T172946Z,20260907T172945Z,0.99,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-gemma3,n/a,n/a:probe,echo_probe_three_paths,ALL_THREE_PRESENT,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,none,True,True,True,GenerationResult,GenerationResult,19,False,cb1be488dcbf83b8ddbe9484cb3cda6e34366ad93223549f803a721a688957c6,10,0.579,n/a:probe,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/P_prhead_gemma3_gpu_rep1_20260907T172946Z.probe.json
P_prhead_gemma3_gpu,probe,2,P_prhead_gemma3_gpu_rep2_20260907T172947Z,20260907T172946Z,1.0,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-gemma3,n/a,n/a:probe,echo_probe_three_paths,ALL_THREE_PRESENT,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,none,True,True,True,GenerationResult,GenerationResult,19,False,cb1be488dcbf83b8ddbe9484cb3cda6e34366ad93223549f803a721a688957c6,10,0.563,n/a:probe,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/P_prhead_gemma3_gpu_rep2_20260907T172947Z.probe.json
P_prhead_gemma3_gpu,probe,3,P_prhead_gemma3_gpu_rep3_20260907T172948Z,20260907T172947Z,0.97,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-gemma3,n/a,n/a:probe,echo_probe_three_paths,ALL_THREE_PRESENT,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,none,True,True,True,GenerationResult,GenerationResult,19,False,cb1be488dcbf83b8ddbe9484cb3cda6e34366ad93223549f803a721a688957c6,10,0.562,n/a:probe,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/P_prhead_gemma3_gpu_rep3_20260907T172948Z.probe.json
P_base_gemma3_gpu,probe,1,n/a:probe,20260907T172948Z,3.24,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-gemma3,n/a,n/a:probe,echo_probe_three_paths,CRASH_ACCESS_VIOLATION,3221225477,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,child exited 3221225477 (0xC0000005) with no output; stderr[:300]='',n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,2026.5.0.dev20260903,c9fff70b9f96,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,n/a:probe
P_base_gemma3_gpu,probe,2,n/a:probe,20260907T172952Z,3.26,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-gemma3,n/a,n/a:probe,echo_probe_three_paths,CRASH_ACCESS_VIOLATION,3221225477,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,child exited 3221225477 (0xC0000005) with no output; stderr[:300]='',n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,2026.5.0.dev20260903,c9fff70b9f96,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,n/a:probe
P_base_gemma3_gpu,probe,3,n/a:probe,20260907T172955Z,3.24,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-gemma3,n/a,n/a:probe,echo_probe_three_paths,CRASH_ACCESS_VIOLATION,3221225477,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,child exited 3221225477 (0xC0000005) with no output; stderr[:300]='',n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,2026.5.0.dev20260903,c9fff70b9f96,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,n/a:probe
P_prhead_qwen2vl_gpu_unsupported,probe,1,P_prhead_qwen2vl_gpu_unsupported_rep1_20260907T172958Z,20260907T172958Z,0.94,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-qwen2vl,n/a,n/a:probe,echo_probe_three_paths,NOT_ALL_PRESENT,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,string:RuntimeError; chat_history:RuntimeError; add_request:RuntimeError,exc:RuntimeError,exc:RuntimeError,exc:RuntimeError,n/a,n/a,n/a,n/a,n/a,unreachable:pipeline_construction_failed,0.672,n/a:probe,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/P_prhead_qwen2vl_gpu_unsupported_rep1_20260907T172958Z.probe.json
P_prhead_qwen2vl_gpu_unsupported,probe,2,P_prhead_qwen2vl_gpu_unsupported_rep2_20260907T172959Z,20260907T172959Z,0.92,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-qwen2vl,n/a,n/a:probe,echo_probe_three_paths,NOT_ALL_PRESENT,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,string:RuntimeError; chat_history:RuntimeError; add_request:RuntimeError,exc:RuntimeError,exc:RuntimeError,exc:RuntimeError,n/a,n/a,n/a,n/a,n/a,unreachable:pipeline_construction_failed,0.672,n/a:probe,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/P_prhead_qwen2vl_gpu_unsupported_rep2_20260907T172959Z.probe.json
P_prhead_qwen2vl_gpu_unsupported,probe,3,P_prhead_qwen2vl_gpu_unsupported_rep3_20260907T173000Z,20260907T173000Z,0.94,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,GPU,n/a:probe,optimum-intel-internal-testing/tiny-random-qwen2vl,n/a,n/a:probe,echo_probe_three_paths,NOT_ALL_PRESENT,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,n/a:probe,string:RuntimeError; chat_history:RuntimeError; add_request:RuntimeError,exc:RuntimeError,exc:RuntimeError,exc:RuntimeError,n/a,n/a,n/a,n/a,n/a,unreachable:pipeline_construction_failed,0.656,n/a:probe,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/P_prhead_qwen2vl_gpu_unsupported_rep3_20260907T173000Z.probe.json
A_prhead_shipped_cpu_close,pytest,1,A_prhead_shipped_cpu_close_rep1_20260907T173001Z,20260907T173001Z,8.03,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,CPU,false,MODEL_IDS[0],V0_shipped.py,cd2add486410fa2b8b0719d78df128b2ebb308213161e7af7105ca140798c3a0,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,XFAIL_OR_SKIP,0,1,0,0,1,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=skipped,AttributeError: 'DynamicCache' object has no attribute 'get_usable_length'. Ticket CVS-175110,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,620.9,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/A_prhead_shipped_cpu_close_rep1_20260907T173001Z.row.json
A_prhead_shipped_cpu_close,pytest,2,A_prhead_shipped_cpu_close_rep2_20260907T173009Z,20260907T173009Z,7.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,CPU,false,MODEL_IDS[0],V0_shipped.py,cd2add486410fa2b8b0719d78df128b2ebb308213161e7af7105ca140798c3a0,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,XFAIL_OR_SKIP,0,1,0,0,1,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=skipped,AttributeError: 'DynamicCache' object has no attribute 'get_usable_length'. Ticket CVS-175110,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,620.9,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/A_prhead_shipped_cpu_close_rep2_20260907T173009Z.row.json
A_prhead_shipped_cpu_close,pytest,3,A_prhead_shipped_cpu_close_rep3_20260907T173016Z,20260907T173016Z,7.51,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,CPU,false,MODEL_IDS[0],V0_shipped.py,cd2add486410fa2b8b0719d78df128b2ebb308213161e7af7105ca140798c3a0,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,XFAIL_OR_SKIP,0,1,0,0,1,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=skipped,AttributeError: 'DynamicCache' object has no attribute 'get_usable_length'. Ticket CVS-175110,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,621.0,2026.5.0.dev20260903,e6fced66b1b8,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,artifacts/matrix/A_prhead_shipped_cpu_close_rep3_20260907T173016Z.row.json
